Timestamp,X,Y,Z,Cx,Cy,Cz
02-Aug-2024 18:57:24.666,40.402794,-8.695221,-27.50988,1715,778,0
02-Aug-2024 18:57:24.765,43.026352,-10.869026,-26.91021,1715,778,0
02-Aug-2024 18:57:24.864,42.876434,-10.419273,-27.210045,1715,778,0
02-Aug-2024 18:57:24.963,42.876434,-9.969521,-27.959633,1715,778,0
02-Aug-2024 18:57:25.062,41.152382,-9.819603,-24.811363,1715,778,0
02-Aug-2024 18:57:25.161,41.152382,-9.819603,-24.661446,1715,778,0
02-Aug-2024 18:57:25.260,40.852547,-8.920097,-24.661446,1715,778,0
02-Aug-2024 18:57:25.359,41.602135,-9.519768,-23.911858,1715,778,0
02-Aug-2024 18:57:25.458,40.402794,-9.594727,-27.50988,1715,778,0
02-Aug-2024 18:57:25.557,41.002464,-9.219933,-26.760292,1715,778,0
02-Aug-2024 18:57:25.656,40.852547,-9.444809,-26.160622,1715,778,0
02-Aug-2024 18:57:25.755,41.827011,-8.320427,-26.535416,1715,778,0
02-Aug-2024 18:57:25.854,41.377258,-8.320427,-25.935745,1715,778,0
02-Aug-2024 18:57:25.953,41.827011,-9.144974,-26.085663,1715,778,0
02-Aug-2024 18:57:26.052,40.327835,-6.89621,-26.685333,1715,778,0
02-Aug-2024 18:57:26.152,40.477753,-6.671333,-27.734756,1715,778,0
02-Aug-2024 18:57:26.251,40.777588,-6.371498,-27.285004,1715,778,0
02-Aug-2024 18:57:26.351,40.477753,-6.821251,-26.385498,1715,778,0
02-Aug-2024 18:57:26.451,40.927505,-9.894562,-26.985168,1715,778,0
02-Aug-2024 18:57:26.551,40.477753,-8.845139,-26.685333,1715,778,0
02-Aug-2024 18:57:26.651,41.452217,-10.119438,-26.91021,1715,778,0
02-Aug-2024 18:57:26.751,40.852547,-9.669685,-26.535416,1715,778,0
02-Aug-2024 18:57:26.850,40.552711,-9.669685,-26.23558,1715,778,0
02-Aug-2024 18:57:26.949,40.852547,-9.819603,-26.085663,1715,778,0
02-Aug-2024 18:57:27.048,41.827011,-8.920097,-26.160622,1715,778,0
02-Aug-2024 18:57:27.147,41.452217,-8.620262,-25.336075,1715,778,0
02-Aug-2024 18:57:27.246,41.90197,-9.219933,-24.586487,1715,778,0
02-Aug-2024 18:57:27.345,40.552711,-9.144974,-25.186157,1715,778,0
02-Aug-2024 18:57:27.444,42.351723,-9.219933,-27.135086,1715,778,0
02-Aug-2024 18:57:27.543,41.452217,-8.77018,-26.835251,1715,778,0
02-Aug-2024 18:57:27.642,41.90197,-9.36985,-26.760292,1715,778,0
02-Aug-2024 18:57:27.741,42.50164,-9.594727,-26.010704,1715,778,0
02-Aug-2024 18:57:27.840,42.651558,-10.494232,-25.560951,1715,778,0
02-Aug-2024 18:57:27.939,43.326187,-9.36985,-24.886322,1715,778,0
02-Aug-2024 18:57:28.038,42.726517,-8.545303,-25.935745,1715,778,0
02-Aug-2024 18:57:28.137,40.252876,-9.444809,-24.886322,1715,778,0
02-Aug-2024 18:57:28.236,41.527176,-8.77018,-27.659798,1715,778,0
02-Aug-2024 18:57:28.335,41.077423,-8.470345,-27.210045,1715,778,0
02-Aug-2024 18:57:28.434,41.002464,-8.995056,-25.935745,1715,778,0
02-Aug-2024 18:57:28.532,41.452217,-8.995056,-26.385498,1715,778,0
02-Aug-2024 18:57:28.632,41.227341,-7.795715,-26.23558,1715,778,0
02-Aug-2024 18:57:28.731,40.477753,-7.645798,-25.935745,1715,778,0
02-Aug-2024 18:57:28.830,41.827011,-8.845139,-24.286652,1715,778,0
02-Aug-2024 18:57:28.930,40.177917,-7.795715,-25.186157,1715,778,0
02-Aug-2024 18:57:29.029,40.777588,-8.395386,-25.336075,1715,778,0
02-Aug-2024 18:57:29.128,43.551064,-9.144974,-26.010704,1715,778,0
02-Aug-2024 18:57:29.227,41.976929,-7.795715,-25.336075,1715,778,0
02-Aug-2024 18:57:29.326,41.527176,-7.645798,-24.886322,1715,778,0
02-Aug-2024 18:57:29.425,41.377258,-9.894562,-26.91021,1715,778,0
02-Aug-2024 18:57:29.524,41.302299,-9.744644,-25.485992,1715,778,0
02-Aug-2024 18:57:29.623,41.602135,-10.569191,-25.111198,1715,778,0
02-Aug-2024 18:57:29.722,41.752052,-10.269356,-25.560951,1715,778,0
02-Aug-2024 18:57:29.821,41.302299,-9.219933,-25.336075,1715,778,0
02-Aug-2024 18:57:29.920,41.302299,-9.219933,-25.63591,1715,778,0
02-Aug-2024 18:57:30.019,40.852547,-10.269356,-25.411034,1715,778,0
02-Aug-2024 18:57:30.118,41.527176,-9.744644,-26.460457,1715,778,0
02-Aug-2024 18:57:30.217,41.827011,-7.645798,-26.010704,1715,778,0
02-Aug-2024 18:57:30.316,40.552711,-7.420921,-26.160622,1715,778,0
02-Aug-2024 18:57:30.415,40.852547,-8.395386,-25.710869,1715,778,0
02-Aug-2024 18:57:30.514,42.351723,-8.395386,-25.935745,1715,778,0
02-Aug-2024 18:57:30.613,42.051888,-8.695221,-25.03624,1715,778,0
02-Aug-2024 18:57:30.712,40.852547,-8.995056,-25.111198,1715,778,0
02-Aug-2024 18:57:30.810,39.578247,-9.444809,-25.860786,1715,778,0
02-Aug-2024 18:57:30.910,39.878082,-9.744644,-25.560951,1715,778,0
02-Aug-2024 18:57:31.009,39.278412,-10.194397,-25.710869,1715,778,0
02-Aug-2024 18:57:31.108,40.927505,-7.720757,-25.935745,1715,778,0
02-Aug-2024 18:57:31.207,41.827011,-8.545303,-26.085663,1715,778,0
02-Aug-2024 18:57:31.306,41.227341,-7.720757,-25.485992,1715,778,0
02-Aug-2024 18:57:31.405,40.62767,-7.870674,-25.63591,1715,778,0
02-Aug-2024 18:57:31.504,40.702629,-8.320427,-27.50988,1715,778,0
02-Aug-2024 18:57:31.603,42.051888,-8.320427,-27.210045,1715,778,0
02-Aug-2024 18:57:31.702,40.552711,-8.170509,-26.310539,1715,778,0
02-Aug-2024 18:57:31.801,41.452217,-10.719109,-27.50988,1715,778,0
02-Aug-2024 18:57:31.900,43.026352,-10.044479,-26.760292,1715,778,0
02-Aug-2024 18:57:31.999,41.752052,-10.044479,-27.809715,1715,778,0
02-Aug-2024 18:57:32.098,42.426682,-6.521416,-26.760292,1715,778,0
02-Aug-2024 18:57:32.197,42.351723,-8.170509,-26.23558,1715,778,0
02-Aug-2024 18:57:32.296,42.651558,-8.395386,-26.310539,1715,778,0
02-Aug-2024 18:57:32.395,42.126846,-9.219933,-25.411034,1715,778,0
02-Aug-2024 18:57:32.494,42.051888,-8.845139,-27.809715,1715,778,0
02-Aug-2024 18:57:32.593,41.90197,-9.144974,-28.10955,1715,778,0
02-Aug-2024 18:57:32.692,42.351723,-8.695221,-26.835251,1715,778,0
02-Aug-2024 18:57:32.791,42.276764,-8.620262,-26.760292,1715,778,0
02-Aug-2024 18:57:32.890,42.426682,-8.320427,-26.91021,1715,778,0
02-Aug-2024 18:57:32.989,41.302299,-10.194397,-27.359962,1715,778,0
02-Aug-2024 18:57:33.088,42.351723,-10.194397,-27.359962,1715,778,0
02-Aug-2024 18:57:33.187,43.251228,-8.095551,-26.23558,1715,778,0
02-Aug-2024 18:57:33.286,43.551064,-7.271004,-26.085663,1715,778,0
02-Aug-2024 18:57:33.385,44.150734,-8.020592,-25.560951,1715,778,0
02-Aug-2024 18:57:33.484,41.077423,-8.395386,-26.385498,1715,778,0
02-Aug-2024 18:57:33.583,41.827011,-8.245468,-25.336075,1715,778,0
02-Aug-2024 18:57:33.682,43.026352,-9.444809,-27.135086,1715,778,0
02-Aug-2024 18:57:33.781,43.026352,-8.995056,-26.685333,1715,778,0
02-Aug-2024 18:57:33.880,41.602135,-7.795715,-27.060127,1715,778,0
02-Aug-2024 18:57:33.979,43.101311,-8.620262,-24.736404,1715,778,0
02-Aug-2024 18:57:34.078,42.50164,-8.77018,-24.136734,1715,778,0
02-Aug-2024 18:57:34.177,40.777588,-7.271004,-25.785828,1715,778,0
02-Aug-2024 18:57:34.276,42.651558,-10.194397,-26.610374,1715,778,0
02-Aug-2024 18:57:34.376,41.90197,-9.444809,-25.785828,1715,778,0
02-Aug-2024 18:57:34.475,41.677094,-7.795715,-26.985168,1715,778,0
02-Aug-2024 18:57:49.731,55.394554,-12.742996,-40.852547,1719,1050,0
02-Aug-2024 18:57:49.830,53.820419,-12.51812,-40.777588,1719,1050,0
02-Aug-2024 18:57:49.929,55.01976,-13.192749,-40.402794,1719,1050,0
02-Aug-2024 18:57:50.028,54.495049,-14.317131,-40.402794,1719,1050,0
02-Aug-2024 18:57:50.127,54.42009,-11.618614,-40.477753,1719,1050,0
02-Aug-2024 18:57:50.226,54.570007,-11.318779,-40.477753,1719,1050,0
02-Aug-2024 18:57:50.325,54.944801,-13.717461,-41.152382,1719,1050,0
02-Aug-2024 18:57:50.424,55.094719,-13.342667,-41.602135,1719,1050,0
02-Aug-2024 18:57:50.523,55.244637,-13.717461,-41.452217,1719,1050,0
02-Aug-2024 18:57:50.622,54.120255,-10.494232,-41.152382,1719,1050,0
02-Aug-2024 18:57:50.721,54.120255,-13.867378,-39.728165,1719,1050,0
02-Aug-2024 18:57:50.820,54.944801,-11.768532,-41.452217,1719,1050,0
02-Aug-2024 18:57:50.919,54.195213,-12.068367,-41.752052,1719,1050,0
02-Aug-2024 18:57:51.018,53.745461,-12.218285,-40.777588,1719,1050,0
02-Aug-2024 18:57:51.117,55.844307,-12.443161,-41.227341,1719,1050,0
02-Aug-2024 18:57:51.216,55.094719,-11.693573,-40.252876,1719,1050,0
02-Aug-2024 18:57:51.315,55.094719,-13.867378,-41.302299,1719,1050,0
02-Aug-2024 18:57:51.414,54.944801,-11.543655,-41.377258,1719,1050,0
02-Aug-2024 18:57:51.512,54.195213,-11.393738,-41.227341,1719,1050,0
02-Aug-2024 18:57:51.612,54.794884,-11.843491,-41.077423,1719,1050,0
02-Aug-2024 18:57:51.711,54.495049,-12.443161,-41.602135,1719,1050,0
02-Aug-2024 18:57:51.810,55.544472,-12.443161,-41.602135,1719,1050,0
02-Aug-2024 18:57:51.909,56.144142,-11.693573,-42.801476,1719,1050,0
02-Aug-2024 18:57:52.008,53.745461,-12.218285,-39.128494,1719,1050,0
02-Aug-2024 18:57:52.107,54.195213,-12.293243,-38.978577,1719,1050,0
02-Aug-2024 18:57:52.206,54.495049,-11.768532,-39.728165,1719,1050,0
02-Aug-2024 18:57:52.305,53.295708,-12.068367,-38.678741,1719,1050,0
02-Aug-2024 18:57:52.404,53.745461,-11.093903,-37.704277,1719,1050,0
02-Aug-2024 18:57:52.503,54.045296,-12.293243,-38.004112,1719,1050,0
02-Aug-2024 18:57:52.602,53.820419,-12.293243,-36.205101,1719,1050,0
02-Aug-2024 18:57:52.701,55.694389,-12.368202,-42.50164,1719,1050,0
02-Aug-2024 18:57:52.800,54.270172,-11.993408,-42.50164,1719,1050,0
02-Aug-2024 18:57:52.899,55.169678,-11.24382,-42.951393,1719,1050,0
02-Aug-2024 18:57:52.998,54.570007,-12.068367,-41.976929,1719,1050,0
02-Aug-2024 18:57:53.097,54.270172,-11.318779,-41.377258,1719,1050,0
02-Aug-2024 18:57:53.196,54.120255,-11.168861,-41.527176,1719,1050,0
02-Aug-2024 18:57:53.295,53.970337,-11.768532,-41.077423,1719,1050,0
02-Aug-2024 18:57:53.394,54.495049,-11.018944,-42.126846,1719,1050,0
02-Aug-2024 18:57:53.493,55.544472,-10.419273,-40.927505,1719,1050,0
02-Aug-2024 18:57:53.592,53.895378,-12.443161,-40.777588,1719,1050,0
02-Aug-2024 18:57:53.692,55.394554,-11.24382,-39.728165,1719,1050,0
02-Aug-2024 18:57:53.792,54.495049,-11.543655,-39.428329,1719,1050,0
02-Aug-2024 18:57:53.892,54.644966,-11.843491,-39.278412,1719,1050,0
02-Aug-2024 18:57:53.992,56.29406,-11.693573,-41.90197,1719,1050,0
02-Aug-2024 18:57:54.091,55.01976,-12.068367,-40.552711,1719,1050,0
02-Aug-2024 18:57:54.190,54.869843,-12.817955,-40.102959,1719,1050,0
02-Aug-2024 18:57:54.289,54.345131,-11.393738,-40.702629,1719,1050,0
02-Aug-2024 18:57:54.388,53.445625,-12.368202,-39.728165,1719,1050,0
02-Aug-2024 18:57:54.487,54.195213,-11.618614,-39.578247,1719,1050,0
02-Aug-2024 18:57:54.586,56.144142,-12.218285,-41.677094,1719,1050,0
02-Aug-2024 18:57:54.685,53.595543,-10.719109,-40.177917,1719,1050,0
02-Aug-2024 18:57:54.784,54.045296,-11.168861,-41.377258,1719,1050,0
02-Aug-2024 18:57:54.883,53.745461,-11.168861,-41.452217,1719,1050,0
02-Aug-2024 18:57:54.982,53.445625,-10.344315,-41.752052,1719,1050,0
02-Aug-2024 18:57:55.081,54.045296,-9.969521,-40.402794,1719,1050,0
02-Aug-2024 18:57:55.180,56.069183,-11.093903,-40.552711,1719,1050,0
02-Aug-2024 18:57:55.279,54.869843,-11.393738,-41.002464,1719,1050,0
02-Aug-2024 18:57:55.378,55.244637,-11.168861,-40.028,1719,1050,0
02-Aug-2024 18:57:55.477,54.495049,-11.018944,-40.777588,1719,1050,0
02-Aug-2024 18:57:55.576,54.345131,-12.293243,-41.827011,1719,1050,0
02-Aug-2024 18:57:55.675,54.345131,-11.693573,-41.227341,1719,1050,0
02-Aug-2024 18:57:55.774,55.394554,-13.192749,-39.353371,1719,1050,0
02-Aug-2024 18:57:55.873,55.994225,-9.819603,-41.077423,1719,1050,0
02-Aug-2024 18:57:55.972,54.794884,-9.519768,-41.677094,1719,1050,0
02-Aug-2024 18:57:56.071,55.694389,-12.593079,-40.702629,1719,1050,0
02-Aug-2024 18:57:56.170,54.345131,-11.393738,-40.702629,1719,1050,0
02-Aug-2024 18:57:56.269,54.195213,-11.843491,-40.852547,1719,1050,0
02-Aug-2024 18:57:56.368,54.944801,-10.494232,-39.578247,1719,1050,0
02-Aug-2024 18:57:56.467,55.244637,-10.569191,-40.777588,1719,1050,0
02-Aug-2024 18:57:56.566,54.644966,-9.969521,-41.527176,1719,1050,0
02-Aug-2024 18:57:56.665,54.944801,-10.419273,-40.777588,1719,1050,0
02-Aug-2024 18:57:56.764,55.619431,-9.594727,-42.50164,1719,1050,0
02-Aug-2024 18:57:56.863,54.570007,-9.894562,-42.426682,1719,1050,0
02-Aug-2024 18:57:56.962,55.469513,-9.444809,-42.051888,1719,1050,0
02-Aug-2024 18:57:57.061,53.445625,-10.419273,-41.002464,1719,1050,0
02-Aug-2024 18:57:57.160,54.270172,-11.768532,-41.827011,1719,1050,0
02-Aug-2024 18:57:57.259,53.520584,-12.068367,-42.726517,1719,1050,0
02-Aug-2024 18:57:57.358,53.520584,-11.618614,-42.426682,1719,1050,0
02-Aug-2024 18:57:57.457,55.469513,-9.744644,-40.477753,1719,1050,0
02-Aug-2024 18:57:57.556,55.619431,-10.344315,-40.477753,1719,1050,0
02-Aug-2024 18:57:57.655,55.544472,-9.444809,-39.878082,1719,1050,0
02-Aug-2024 18:57:57.754,54.944801,-10.194397,-40.177917,1719,1050,0
02-Aug-2024 18:57:57.853,54.045296,-10.794067,-39.578247,1719,1050,0
02-Aug-2024 18:57:57.952,54.045296,-10.344315,-40.327835,1719,1050,0
02-Aug-2024 18:57:58.051,55.469513,-10.419273,-38.828659,1719,1050,0
02-Aug-2024 18:57:58.150,56.069183,-9.819603,-39.428329,1719,1050,0
02-Aug-2024 18:57:58.249,55.619431,-10.119438,-38.528824,1719,1050,0
02-Aug-2024 18:57:58.348,55.619431,-9.969521,-39.578247,1719,1050,0
02-Aug-2024 18:57:58.447,54.644966,-12.368202,-41.002464,1719,1050,0
02-Aug-2024 18:57:58.546,54.644966,-12.218285,-41.002464,1719,1050,0
02-Aug-2024 18:57:58.645,54.570007,-12.068367,-39.803123,1719,1050,0
02-Aug-2024 18:57:58.744,53.895378,-10.344315,-43.850899,1719,1050,0
02-Aug-2024 18:57:58.843,53.745461,-10.494232,-44.600487,1719,1050,0
02-Aug-2024 18:57:58.942,54.195213,-10.044479,-44.150734,1719,1050,0
02-Aug-2024 18:57:59.041,54.195213,-11.093903,-43.551064,1719,1050,0
02-Aug-2024 18:57:59.140,54.42009,-10.794067,-43.026352,1719,1050,0
02-Aug-2024 18:57:59.239,54.270172,-10.943985,-41.827011,1719,1050,0
02-Aug-2024 18:57:59.338,53.595543,-12.51812,-42.426682,1719,1050,0
02-Aug-2024 18:57:59.437,53.14579,-11.618614,-40.177917,1719,1050,0
02-Aug-2024 18:57:59.536,53.745461,-12.068367,-39.278412,1719,1050,0
02-Aug-2024 18:58:14.293,11.543655,30.733109,-22.787476,1719,1323,0
02-Aug-2024 18:58:14.392,12.892914,30.433273,-22.637558,1719,1323,0
02-Aug-2024 18:58:14.491,12.742996,30.433273,-23.087311,1719,1323,0
02-Aug-2024 18:58:14.590,12.143326,30.058479,-23.312187,1719,1323,0
02-Aug-2024 18:58:14.689,11.393738,29.758644,-23.012352,1719,1323,0
02-Aug-2024 18:58:14.788,12.443161,30.208397,-22.862434,1719,1323,0
02-Aug-2024 18:58:14.887,10.719109,28.484344,-24.211693,1719,1323,0
02-Aug-2024 18:58:14.986,10.569191,28.034592,-23.612022,1719,1323,0
02-Aug-2024 18:58:15.085,11.168861,29.084015,-23.76194,1719,1323,0
02-Aug-2024 18:58:15.184,10.119438,28.934097,-23.012352,1719,1323,0
02-Aug-2024 18:58:15.283,12.51812,28.78418,-22.637558,1719,1323,0
02-Aug-2024 18:58:15.382,12.068367,28.634262,-22.037888,1719,1323,0
02-Aug-2024 18:58:15.481,11.018944,29.833603,-23.012352,1719,1323,0
02-Aug-2024 18:58:15.580,10.794067,29.38385,-20.988464,1719,1323,0
02-Aug-2024 18:58:15.679,10.194397,28.709221,-22.037888,1719,1323,0
02-Aug-2024 18:58:15.778,11.468697,29.009056,-23.087311,1719,1323,0
02-Aug-2024 18:58:15.877,12.293243,29.533768,-23.087311,1719,1323,0
02-Aug-2024 18:58:15.976,12.068367,29.458809,-22.712517,1719,1323,0
02-Aug-2024 18:58:16.076,12.51812,30.208397,-22.562599,1719,1323,0
02-Aug-2024 18:58:16.175,10.719109,28.709221,-23.312187,1719,1323,0
02-Aug-2024 18:58:16.274,12.293243,28.334427,-23.537064,1719,1323,0
02-Aug-2024 18:58:16.373,12.143326,28.934097,-22.937393,1719,1323,0
02-Aug-2024 18:58:16.472,10.344315,30.433273,-21.2883,1719,1323,0
02-Aug-2024 18:58:16.571,9.444809,29.308891,-23.012352,1719,1323,0
02-Aug-2024 18:58:16.670,10.044479,28.334427,-22.112846,1719,1323,0
02-Aug-2024 18:58:16.769,9.969521,27.734756,-21.063423,1719,1323,0
02-Aug-2024 18:58:16.868,10.269356,27.50988,-21.213341,1719,1323,0
02-Aug-2024 18:58:16.967,10.494232,28.259468,-23.237228,1719,1323,0
02-Aug-2024 18:58:17.066,11.693573,29.833603,-24.586487,1719,1323,0
02-Aug-2024 18:58:17.165,10.269356,30.133438,-24.886322,1719,1323,0
02-Aug-2024 18:58:17.264,9.819603,29.38385,-21.588135,1719,1323,0
02-Aug-2024 18:58:17.363,10.869026,27.659798,-23.16227,1719,1323,0
02-Aug-2024 18:58:17.462,11.918449,28.184509,-22.862434,1719,1323,0
02-Aug-2024 18:58:17.561,11.468697,28.034592,-23.012352,1719,1323,0
02-Aug-2024 18:58:17.660,10.719109,31.032944,-22.412682,1719,1323,0
02-Aug-2024 18:58:17.759,10.569191,29.683685,-23.012352,1719,1323,0
02-Aug-2024 18:58:17.858,9.819603,29.683685,-23.312187,1719,1323,0
02-Aug-2024 18:58:17.957,9.669685,28.559303,-23.686981,1719,1323,0
