Timestamp,X,Y,Z,Cx,Cy
24-Jun-2024 14:34:19.029,45.1875,-1.8375,-15.187501,1915,778
24-Jun-2024 14:34:19.129,45.206253,-1.96875,-15.1125,1915,778
24-Jun-2024 14:34:19.229,45.075001,-2.0625,-15.056251,1915,778
24-Jun-2024 14:34:19.329,45.018753,-2.1375,-14.94375,1915,778
24-Jun-2024 14:34:19.429,45.037502,-2.25,-14.962501,1915,778
24-Jun-2024 14:34:19.529,45.018753,-2.2125,-14.868751,1915,778
24-Jun-2024 14:34:19.628,45.09375,-2.1375,-14.812501,1915,778
24-Jun-2024 14:34:19.729,45.168751,-2.23125,-14.793751,1915,778
24-Jun-2024 14:34:19.829,45.1875,-2.30625,-14.700001,1915,778
24-Jun-2024 14:34:19.929,45.225002,-2.26875,-14.681251,1915,778
24-Jun-2024 14:34:20.029,45.337502,-2.25,-14.681251,1915,778
24-Jun-2024 14:34:20.129,45.412502,-2.2875,-14.64375,1915,778
24-Jun-2024 14:34:20.229,45.412502,-2.2125,-14.6625,1915,778
24-Jun-2024 14:34:20.329,45.412502,-2.30625,-14.64375,1915,778
24-Jun-2024 14:34:20.429,45.412502,-2.25,-14.7375,1915,778
24-Jun-2024 14:34:20.529,45.412502,-2.2875,-14.6625,1915,778
24-Jun-2024 14:34:20.629,45.431252,-2.26875,-14.64375,1915,778
24-Jun-2024 14:34:20.729,45.487503,-2.2875,-14.625001,1915,778
24-Jun-2024 14:34:20.829,45.525002,-2.4,-14.681251,1915,778
24-Jun-2024 14:34:20.929,45.450001,-2.45625,-14.812501,1915,778
24-Jun-2024 14:34:21.029,45.543751,-2.53125,-14.812501,1915,778
24-Jun-2024 14:34:21.129,45.525002,-2.4375,-14.85,1915,778
24-Jun-2024 14:34:21.229,45.487503,-2.4,-14.7375,1915,778
24-Jun-2024 14:34:21.329,45.525002,-2.34375,-14.85,1915,778
24-Jun-2024 14:34:21.429,45.543751,-2.30625,-15.0375,1915,778
24-Jun-2024 14:34:21.529,45.431252,-2.25,-15.075001,1915,778
24-Jun-2024 14:34:21.629,45.262501,-2.08125,-14.962501,1915,778
24-Jun-2024 14:34:21.729,45.356251,-1.9125,-14.981251,1915,778
24-Jun-2024 14:34:21.829,45.318752,-1.85625,-14.906251,1915,778
24-Jun-2024 14:34:21.929,45.356251,-1.9875,-14.887501,1915,778
24-Jun-2024 14:34:22.029,45.393753,-1.9875,-15.000001,1915,778
24-Jun-2024 14:34:22.129,45.225002,-2.00625,-15.000001,1915,778
24-Jun-2024 14:34:22.229,45.262501,-2.025,-14.962501,1915,778
24-Jun-2024 14:34:22.329,45.318752,-2.00625,-14.962501,1915,778
24-Jun-2024 14:34:22.429,45.506252,-2.11875,-15.150001,1915,778
24-Jun-2024 14:34:22.529,45.412502,-2.30625,-15.150001,1915,778
24-Jun-2024 14:34:22.629,45.393753,-2.4375,-15.187501,1915,778
24-Jun-2024 14:34:22.729,45.450001,-2.38125,-15.093751,1915,778
24-Jun-2024 14:34:22.829,45.487503,-2.4375,-15.0375,1915,778
24-Jun-2024 14:34:22.929,45.600002,-2.4375,-14.925,1915,778
24-Jun-2024 14:34:23.029,45.637501,-2.4,-14.83125,1915,778
24-Jun-2024 14:34:23.129,45.65625,-2.49375,-14.868751,1915,778
24-Jun-2024 14:34:23.229,45.46875,-2.49375,-14.83125,1915,778
24-Jun-2024 14:34:23.328,45.543751,-2.45625,-14.793751,1915,778
24-Jun-2024 14:34:23.429,45.543751,-2.2875,-14.75625,1915,778
24-Jun-2024 14:34:23.529,45.487503,-2.26875,-14.83125,1915,778
24-Jun-2024 14:34:23.629,45.375,-2.23125,-14.812501,1915,778
24-Jun-2024 14:34:23.729,45.375,-2.19375,-14.887501,1915,778
24-Jun-2024 14:34:23.829,45.318752,-2.2125,-14.925,1915,778
24-Jun-2024 14:34:23.929,45.318752,-2.08125,-14.868751,1915,778
24-Jun-2024 14:34:24.029,45.375,-2.0625,-14.887501,1915,778
